,gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE
0,0022300264,1610612758,Sacramento,Kings,SAC,kings,240:00,117.8,117.0,128.8,133.7,-11.0,-16.7,0.55,1.57,16.4,0.34,0.761,0.548,14.096,14.0,0.541,0.595,1.0,0.199,100.5,99.0,82.5,100.0,0.432
1,0022300264,1610612746,LA,Clippers,LAC,clippers,240:00,128.8,133.7,117.8,117.0,11.0,16.7,0.56,4.0,20.3,0.239,0.66,0.452,6.884,7.1,0.613,0.638,1.0,0.193,100.5,99.0,82.5,98.0,0.568
0,0022300265,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,95.7,100.0,107.5,108.4,-11.8,-8.4,0.658,1.32,18.1,0.392,0.684,0.517,19.138,20.0,0.466,0.504,1.0,0.196,97.56,95.0,79.17,95.0,0.428
1,0022300265,1610612757,Portland,Trail Blazers,POR,blazers,240:00,107.5,108.4,95.7,100.0,11.8,8.4,0.744,1.26,21.7,0.316,0.608,0.483,23.998,24.2,0.597,0.629,1.0,0.198,97.56,95.0,79.17,95.0,0.572
0,0022300266,1610612751,Brooklyn,Nets,BKN,nets,240:00,129.8,136.2,137.2,134.4,-7.4,1.8,0.404,2.33,14.8,0.464,0.667,0.554,9.128,9.6,0.562,0.573,1.0,0.199,96.32,95.0,79.17,94.0,0.474
1,0022300266,1610612766,Charlotte,Hornets,CHA,hornets,240:00,137.2,134.4,129.8,136.2,7.4,-1.8,0.652,3.33,21.9,0.333,0.536,0.446,9.57,9.4,0.621,0.658,1.0,0.2,96.32,95.0,79.17,96.0,0.526
0,0022300267,1610612748,Miami,Heat,MIA,heat,240:00,129.3,134.0,117.8,123.4,11.6,10.6,0.521,1.79,17.3,0.366,0.722,0.568,12.75,13.2,0.605,0.671,1.0,0.2,110.94,106.5,88.75,106.0,0.55
1,0022300267,1610612754,Indiana,Pacers,IND,pacers,240:00,117.8,123.4,129.3,134.0,-11.6,-10.6,0.6,3.0,19.7,0.278,0.634,0.432,8.922,9.3,0.566,0.589,1.0,0.193,110.94,106.5,88.75,107.0,0.45
0,0022300268,1610612752,New York,Knicks,NYK,knicks,240:00,118.8,119.2,111.5,113.1,7.3,6.1,0.61,2.27,18.3,0.294,0.756,0.5,11.075,11.1,0.557,0.588,1.0,0.201,99.9,99.0,82.5,99.0,0.541
1,0022300268,1610612765,Detroit,Pistons,DET,pistons,240:00,111.5,113.1,118.8,119.2,-7.3,-6.1,0.512,1.1,16.9,0.244,0.706,0.5,19.904,20.2,0.623,0.633,1.0,0.197,99.9,99.0,82.5,99.0,0.459
0,0022300269,1610612741,Chicago,Bulls,CHI,bulls,265:00,104.6,107.1,97.6,101.8,7.0,5.3,0.711,1.52,19.9,0.351,0.722,0.532,18.312,18.8,0.526,0.557,1.0,0.202,104.33,100.98,84.15,112.0,0.549
1,0022300269,1610612749,Milwaukee,Bucks,MIL,bucks,265:00,97.6,101.8,104.6,107.1,-7.0,-5.3,0.636,1.33,18.3,0.278,0.649,0.468,18.147,18.9,0.531,0.545,1.0,0.197,104.33,100.98,84.15,111.0,0.451
0,0022300270,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,104.4,104.1,89.0,92.8,15.5,11.3,0.744,2.42,21.4,0.235,0.648,0.448,12.407,12.4,0.511,0.533,1.0,0.199,98.94,97.0,80.83,97.0,0.596
1,0022300270,1610612762,Utah,Jazz,UTA,jazz,240:00,89.0,92.8,104.4,104.1,-15.5,-11.3,0.667,1.05,16.2,0.352,0.765,0.552,20.759,21.6,0.443,0.483,1.0,0.196,98.94,97.0,80.83,97.0,0.404
0,0022300271,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,127.1,127.9,107.8,104.8,19.3,23.1,0.58,3.22,20.5,0.2,0.851,0.533,8.598,8.7,0.606,0.641,1.0,0.195,103.38,104.5,87.08,104.0,0.594
1,0022300271,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,107.8,104.8,127.1,127.9,-19.3,-23.1,0.667,1.71,18.0,0.149,0.8,0.467,13.715,13.3,0.512,0.578,1.0,0.198,103.38,104.5,87.08,105.0,0.406
0,0022300272,1610612759,San Antonio,Spurs,SAS,spurs,240:00,123.7,123.9,123.7,124.5,0.0,-0.7,0.708,1.62,22.1,0.262,0.76,0.533,19.245,19.3,0.64,0.681,1.0,0.198,109.94,109.5,91.25,109.0,0.518
1,0022300272,1610612737,Atlanta,Hawks,ATL,hawks,240:00,123.7,124.5,123.7,123.9,0.0,0.7,0.49,2.4,16.8,0.24,0.738,0.467,9.029,9.1,0.583,0.63,1.0,0.2,109.94,109.5,91.25,110.0,0.482
0,0022300273,1610612744,Golden State,Warriors,GSW,warriors,240:00,126.8,126.3,118.1,121.3,8.7,5.0,0.732,3.33,22.3,0.31,0.69,0.53,9.51,9.5,0.591,0.627,1.0,0.197,95.6,94.5,78.75,95.0,0.56
1,0022300273,1610612746,LA,Clippers,LAC,clippers,240:00,118.1,121.3,126.8,126.3,-8.7,-5.0,0.619,4.33,18.9,0.31,0.69,0.47,6.214,6.4,0.505,0.54,1.0,0.199,95.6,94.5,78.75,94.0,0.44
0,0022300274,1610612753,Orlando,Magic,ORL,magic,240:00,119.8,123.8,115.1,119.0,4.7,4.8,0.761,2.33,22.8,0.298,0.765,0.541,13.822,14.3,0.584,0.628,1.0,0.196,108.58,105.0,87.5,105.0,0.556
1,0022300274,1610612764,Washington,Wizards,WAS,wizards,240:00,115.1,119.0,119.8,123.8,-4.7,-4.8,0.556,1.79,17.7,0.235,0.702,0.459,12.887,13.3,0.579,0.609,1.0,0.199,108.58,105.0,87.5,105.0,0.444
0,0022300275,1610612738,Boston,Celtics,BOS,celtics,240:00,121.5,121.4,113.2,115.5,8.3,5.8,0.641,1.25,18.1,0.275,0.691,0.516,19.448,19.4,0.61,0.673,1.0,0.199,103.98,103.0,85.83,103.0,0.577
1,0022300275,1610612755,Philadelphia,76ers,PHI,sixers,240:00,113.2,115.5,121.5,121.4,-8.3,-5.8,0.372,1.0,11.8,0.309,0.725,0.484,15.221,15.5,0.543,0.571,1.0,0.196,103.98,103.0,85.83,103.0,0.423
0,0022300276,1610612761,Toronto,Raptors,TOR,raptors,240:00,105.5,109.3,120.2,122.7,-14.7,-13.4,0.727,2.67,21.1,0.417,0.696,0.538,11.943,12.4,0.47,0.493,1.0,0.199,99.76,97.0,80.83,97.0,0.445
1,0022300276,1610612752,New York,Knicks,NYK,knicks,240:00,120.2,122.7,105.5,109.3,14.7,13.4,0.667,2.31,21.4,0.304,0.583,0.462,13.126,13.4,0.589,0.613,1.0,0.196,99.76,97.0,80.83,97.0,0.555
0,0022300277,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,93.8,100.0,111.5,112.5,-17.7,-12.5,0.794,2.25,19.3,0.302,0.667,0.459,11.971,12.8,0.435,0.464,1.0,0.198,98.54,95.0,79.17,94.0,0.418
1,0022300277,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,111.5,112.5,93.8,100.0,17.7,12.5,0.614,1.8,19.7,0.333,0.698,0.541,15.489,15.6,0.55,0.569,1.0,0.195,98.54,95.0,79.17,96.0,0.582
0,0022300278,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,121.3,121.0,103.4,106.0,17.9,15.0,0.619,2.17,19.2,0.273,0.717,0.5,12.029,12.0,0.553,0.619,1.0,0.199,101.12,100.0,83.33,100.0,0.584
1,0022300278,1610612759,San Antonio,Spurs,SAS,spurs,240:00,103.4,106.0,121.3,121.0,-17.9,-15.0,0.737,1.4,20.2,0.283,0.727,0.5,19.516,20.0,0.554,0.586,1.0,0.199,101.12,100.0,83.33,100.0,0.416
0,0022300279,1610612756,Phoenix,Suns,PHX,suns,240:00,111.6,114.4,121.1,124.0,-9.5,-9.5,0.564,1.83,17.0,0.311,0.854,0.57,12.068,12.4,0.518,0.582,1.0,0.201,98.86,96.5,80.42,97.0,0.457
1,0022300279,1610612743,Denver,Nuggets,DEN,nuggets,240:00,121.1,124.0,111.6,114.4,9.5,9.5,0.76,4.22,27.1,0.146,0.689,0.43,9.158,9.4,0.636,0.638,1.0,0.197,98.86,96.5,80.42,96.0,0.543
0,0022300280,1610612746,LA,Clippers,LAC,clippers,240:00,110.6,113.0,106.1,110.9,4.5,2.1,0.705,2.82,22.4,0.17,0.72,0.454,10.767,11.0,0.561,0.588,1.0,0.198,103.86,100.5,83.75,100.0,0.508
1,0022300280,1610612744,Golden State,Warriors,GSW,warriors,240:00,106.1,110.9,110.6,113.0,-4.5,-2.1,0.816,2.07,21.7,0.28,0.83,0.546,14.21,14.9,0.541,0.58,1.0,0.197,103.86,100.5,83.75,101.0,0.492
0,0022300281,1610612766,Charlotte,Hornets,CHA,hornets,240:00,120.2,121.9,125.3,129.5,-5.1,-7.6,0.659,3.63,21.3,0.313,0.674,0.484,8.217,8.3,0.549,0.589,1.0,0.201,97.78,95.5,79.58,96.0,0.47
1,0022300281,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,125.3,129.5,120.2,121.9,5.1,7.6,0.605,2.36,19.4,0.326,0.688,0.516,11.202,11.6,0.577,0.633,1.0,0.2,97.78,95.5,79.58,95.0,0.53
0,0022300282,1610612751,Brooklyn,Nets,BKN,nets,240:00,126.9,129.0,98.2,101.0,28.7,28.0,0.674,2.82,21.1,0.333,0.772,0.571,10.823,11.0,0.582,0.616,1.0,0.197,102.26,100.0,83.33,100.0,0.663
1,0022300282,1610612753,Orlando,Magic,ORL,magic,240:00,98.2,101.0,126.9,129.0,-28.7,-28.0,0.686,2.18,17.8,0.228,0.667,0.429,10.692,11.0,0.449,0.506,1.0,0.2,102.26,100.0,83.33,100.0,0.337
0,0022300283,1610612765,Detroit,Pistons,DET,pistons,240:00,101.9,102.0,110.1,110.0,-8.2,-8.0,0.615,1.5,18.0,0.24,0.796,0.515,16.142,16.2,0.518,0.542,1.0,0.202,99.52,99.5,82.92,99.0,0.464
1,0022300283,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,110.1,110.0,101.9,102.0,8.2,8.0,0.568,2.27,18.8,0.204,0.76,0.485,11.009,11.0,0.551,0.567,1.0,0.198,99.52,99.5,82.92,100.0,0.536
0,0022300284,1610612748,Miami,Heat,MIA,heat,240:00,122.2,131.6,142.9,146.9,-20.7,-15.3,0.563,2.25,19.5,0.326,0.806,0.527,11.368,12.2,0.607,0.648,1.0,0.194,103.18,98.0,81.67,98.0,0.414
1,0022300284,1610612754,Indiana,Pacers,IND,pacers,240:00,142.9,146.9,122.2,131.6,20.7,15.3,0.625,3.5,25.2,0.194,0.674,0.473,9.921,10.2,0.753,0.768,1.0,0.197,103.18,98.0,81.67,98.0,0.586
0,0022300285,1610612741,Chicago,Bulls,CHI,bulls,240:00,129.7,127.8,122.4,122.9,7.3,4.9,0.667,2.46,22.9,0.31,0.674,0.5,13.598,13.4,0.642,0.655,1.0,0.199,96.0,96.5,80.42,97.0,0.542
1,0022300285,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,122.4,122.9,129.7,127.8,-7.3,-4.9,0.488,1.67,15.5,0.326,0.69,0.5,12.448,12.5,0.549,0.606,1.0,0.201,96.0,96.5,80.42,96.0,0.458
0,0022300286,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,127.4,126.9,113.9,116.3,13.5,10.6,0.623,2.06,22.8,0.237,0.672,0.5,15.444,15.4,0.674,0.69,1.0,0.197,104.92,104.0,86.67,104.0,0.573
1,0022300286,1610612737,Atlanta,Hawks,ATL,hawks,240:00,113.9,116.3,127.4,126.9,-13.5,-10.6,0.511,2.09,15.9,0.328,0.763,0.5,10.354,10.6,0.52,0.549,1.0,0.2,104.92,104.0,86.67,104.0,0.427
0,0022300287,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,116.1,115.4,118.1,122.3,-2.1,-6.9,0.667,1.63,18.0,0.327,0.638,0.487,15.474,15.4,0.557,0.586,1.0,0.199,105.04,103.5,86.25,104.0,0.485
1,0022300287,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,118.1,122.3,116.1,115.4,2.1,6.9,0.545,1.85,16.4,0.362,0.673,0.513,12.186,12.6,0.54,0.574,1.0,0.199,105.04,103.5,86.25,103.0,0.515
0,0022300288,1610612756,Phoenix,Suns,PHX,suns,240:00,108.5,113.7,103.3,105.8,5.2,7.9,0.667,1.41,16.8,0.353,0.708,0.525,15.9,16.7,0.488,0.569,1.0,0.198,106.24,102.5,85.42,102.0,0.565
1,0022300288,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,103.3,105.8,108.5,113.7,-5.2,-7.9,0.359,0.82,11.0,0.292,0.647,0.475,16.105,16.5,0.506,0.564,1.0,0.197,106.24,102.5,85.42,103.0,0.435
0,0022300289,1610612762,Utah,Jazz,UTA,jazz,265:00,110.7,112.4,105.7,107.6,5.0,4.8,0.587,1.5,18.1,0.392,0.724,0.569,16.892,17.1,0.527,0.564,1.0,0.199,96.65,95.09,79.25,105.0,0.562
1,0022300289,1610612757,Portland,Trail Blazers,POR,blazers,265:00,105.7,107.6,110.7,112.4,-5.0,-4.8,0.447,1.55,12.6,0.276,0.608,0.431,10.292,10.5,0.468,0.529,1.0,0.197,96.65,95.09,79.25,105.0,0.438
0,0022300290,1610612758,Sacramento,Kings,SAC,kings,240:00,114.3,115.0,105.6,109.3,8.7,5.6,0.688,3.0,22.1,0.208,0.759,0.486,10.223,10.3,0.566,0.582,1.0,0.199,109.2,107.0,89.17,107.0,0.507
1,0022300290,1610612743,Denver,Nuggets,DEN,nuggets,240:00,105.6,109.3,114.3,115.0,-8.7,-5.6,0.714,3.18,22.8,0.241,0.792,0.514,9.928,10.3,0.525,0.543,1.0,0.197,109.2,107.0,89.17,107.0,0.493
0,0022300291,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,103.0,104.9,94.2,95.1,8.8,9.8,0.6,2.0,17.5,0.2,0.741,0.468,11.552,11.8,0.494,0.53,1.0,0.193,103.4,102.0,85.0,102.0,0.56
1,0022300291,1610612745,Houston,Rockets,HOU,rockets,240:00,94.2,95.1,103.0,104.9,-8.8,-9.8,0.667,1.41,17.4,0.259,0.8,0.532,16.518,16.7,0.466,0.5,1.0,0.198,103.4,102.0,85.0,102.0,0.44
0,0022300292,1610612766,Charlotte,Hornets,CHA,hornets,240:00,115.5,120.0,122.2,124.7,-6.6,-4.7,0.775,2.82,22.8,0.229,0.756,0.472,11.147,11.6,0.577,0.608,1.0,0.195,96.82,94.0,78.33,95.0,0.453
1,0022300292,1610612748,Miami,Heat,MIA,heat,240:00,122.2,124.7,115.5,120.0,6.6,4.7,0.838,2.82,23.1,0.244,0.771,0.528,11.584,11.8,0.578,0.631,1.0,0.198,96.82,94.0,78.33,93.0,0.547
0,0022300293,1610612765,Detroit,Pistons,DET,pistons,240:00,119.2,118.3,122.0,123.6,-2.8,-5.3,0.578,1.73,19.2,0.154,0.628,0.402,14.535,14.4,0.617,0.653,1.0,0.2,105.28,105.0,87.5,104.0,0.467
1,0022300293,1610612754,Indiana,Pacers,IND,pacers,240:00,122.0,123.6,119.2,118.3,2.8,5.3,0.635,1.83,21.8,0.372,0.846,0.598,16.766,17.0,0.636,0.653,1.0,0.199,105.28,105.0,87.5,106.0,0.533
0,0022300294,1610612753,Orlando,Magic,ORL,magic,240:00,107.2,113.0,98.4,102.2,8.8,10.9,0.564,1.57,16.8,0.375,0.61,0.505,14.433,15.2,0.506,0.547,1.0,0.194,96.26,92.0,76.67,92.0,0.594
1,0022300294,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,98.4,102.2,107.2,113.0,-8.8,-10.9,0.5,1.07,11.7,0.39,0.625,0.495,14.657,15.2,0.406,0.472,1.0,0.199,96.26,92.0,76.67,92.0,0.406
0,0022300295,1610612755,Philadelphia,76ers,PHI,sixers,240:00,131.5,133.9,93.8,91.8,37.7,42.1,0.712,2.64,23.6,0.261,0.722,0.51,12.613,12.8,0.653,0.689,1.0,0.198,109.32,109.5,91.25,109.0,0.707
1,0022300295,1610612764,Washington,Wizards,WAS,wizards,240:00,93.8,91.8,131.5,133.9,-37.7,-42.1,0.583,0.95,14.8,0.278,0.739,0.49,20.438,20.0,0.476,0.512,1.0,0.202,109.32,109.5,91.25,110.0,0.293
0,0022300296,1610612737,Atlanta,Hawks,ATL,hawks,240:00,120.9,123.2,125.5,130.3,-4.6,-7.1,0.568,2.5,18.0,0.321,0.585,0.436,9.909,10.1,0.547,0.587,1.0,0.2,101.84,99.0,82.5,99.0,0.437
1,0022300296,1610612743,Denver,Nuggets,DEN,nuggets,240:00,125.5,130.3,120.9,123.2,4.6,7.1,0.617,1.81,19.9,0.415,0.679,0.564,15.57,16.2,0.602,0.64,1.0,0.195,101.84,99.0,82.5,99.0,0.563
0,0022300297,1610612752,New York,Knicks,NYK,knicks,240:00,140.0,136.0,127.2,131.3,12.8,4.7,0.692,2.4,24.5,0.385,0.604,0.511,15.445,15.0,0.703,0.707,1.0,0.202,99.66,99.5,82.92,100.0,0.538
1,0022300297,1610612761,Toronto,Raptors,TOR,raptors,240:00,127.2,131.3,140.0,136.0,-12.8,-4.7,0.681,3.2,21.2,0.396,0.615,0.489,9.785,10.1,0.563,0.595,1.0,0.2,99.66,99.5,82.92,99.0,0.462
0,0022300298,1610612745,Houston,Rockets,HOU,rockets,240:00,90.5,92.1,78.3,80.4,12.1,11.7,0.625,1.25,14.5,0.29,0.78,0.529,15.564,15.8,0.409,0.457,1.0,0.2,103.74,101.5,84.58,101.0,0.534
1,0022300298,1610612759,San Antonio,Spurs,SAS,spurs,240:00,78.3,80.4,90.5,92.1,-12.1,-11.7,0.645,1.18,15.0,0.22,0.71,0.471,16.24,16.7,0.385,0.424,1.0,0.197,103.74,101.5,84.58,102.0,0.466
0,0022300299,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,108.6,114.1,118.4,120.0,-9.8,-5.9,0.634,1.44,18.6,0.28,0.682,0.468,17.301,18.2,0.562,0.588,1.0,0.195,102.7,99.5,82.92,99.0,0.446
1,0022300299,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,118.4,120.0,108.6,114.1,9.8,5.9,0.628,1.59,19.5,0.318,0.72,0.532,16.772,17.0,0.599,0.636,1.0,0.199,102.7,99.5,82.92,100.0,0.554
0,0022300300,1610612749,Milwaukee,Bucks,MIL,bucks,265:00,124.0,122.0,114.2,119.4,9.8,2.6,0.773,3.09,23.1,0.205,0.652,0.478,10.254,10.1,0.599,0.65,1.0,0.201,99.75,98.26,81.89,109.0,0.59
1,0022300300,1610612741,Chicago,Bulls,CHI,bulls,265:00,114.2,119.4,124.0,122.0,-9.8,-2.6,0.532,4.17,16.0,0.348,0.795,0.522,5.31,5.6,0.478,0.516,1.0,0.2,99.75,98.26,81.89,108.0,0.41
0,0022300301,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,116.8,119.8,104.5,104.9,12.3,14.9,0.675,1.93,19.2,0.245,0.755,0.51,13.514,13.9,0.549,0.607,1.0,0.195,102.98,101.5,84.58,101.0,0.582
1,0022300301,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,104.5,104.9,116.8,119.8,-12.3,-14.9,0.65,1.86,18.7,0.245,0.755,0.49,13.677,13.7,0.511,0.538,1.0,0.192,102.98,101.5,84.58,102.0,0.418
0,0022300302,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,123.5,127.6,109.8,113.2,13.7,14.4,0.7,2.92,23.3,0.234,0.729,0.484,11.062,11.4,0.615,0.647,1.0,0.199,108.86,105.5,87.92,105.0,0.551
1,0022300302,1610612762,Utah,Jazz,UTA,jazz,240:00,109.8,113.2,123.5,127.6,-13.7,-14.4,0.727,1.88,21.3,0.271,0.766,0.516,15.562,16.0,0.543,0.593,1.0,0.193,108.86,105.5,87.92,106.0,0.449
0,0022300303,1610612758,Sacramento,Kings,SAC,kings,240:00,127.0,131.0,117.7,118.0,9.3,13.0,0.792,2.92,25.1,0.313,0.761,0.532,12.602,13.0,0.644,0.654,1.0,0.2,101.7,100.0,83.33,100.0,0.528
1,0022300303,1610612751,Brooklyn,Nets,BKN,nets,240:00,117.7,118.0,127.0,131.0,-9.3,-13.0,0.571,1.85,17.9,0.239,0.688,0.468,12.969,13.0,0.557,0.607,1.0,0.198,101.7,100.0,83.33,100.0,0.472
0,0022300304,1610612746,LA,Clippers,LAC,clippers,240:00,133.8,136.1,124.0,130.9,9.8,5.2,0.673,3.67,23.5,0.325,0.66,0.511,9.12,9.3,0.624,0.669,1.0,0.201,100.56,97.0,80.83,97.0,0.565
1,0022300304,1610612757,Portland,Trail Blazers,POR,blazers,240:00,124.0,130.9,133.8,136.1,-9.8,-5.2,0.581,2.08,18.1,0.34,0.675,0.489,11.714,12.4,0.583,0.626,1.0,0.199,100.56,97.0,80.83,97.0,0.435
0,0022300305,1610612738,Boston,Celtics,BOS,celtics,240:00,121.9,123.7,109.8,116.5,12.2,7.2,0.605,1.53,17.2,0.348,0.725,0.546,15.238,15.5,0.56,0.629,1.0,0.197,100.7,97.0,80.83,97.0,0.554
1,0022300305,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,109.8,116.5,121.9,123.7,-12.2,-7.2,0.614,2.08,19.9,0.275,0.652,0.454,12.626,13.4,0.582,0.589,1.0,0.198,100.7,97.0,80.83,97.0,0.446
0,0022300306,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,132.0,130.9,120.3,130.2,11.7,0.7,0.636,2.8,20.6,0.304,0.614,0.456,10.391,10.3,0.612,0.646,1.0,0.2,100.08,96.5,80.42,97.0,0.505
1,0022300306,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,120.3,130.2,132.0,130.9,-11.7,-0.7,0.694,2.27,23.0,0.386,0.696,0.544,14.434,15.6,0.621,0.632,1.0,0.197,100.08,96.5,80.42,96.0,0.495
0,0022300307,1610612741,Chicago,Bulls,CHI,bulls,240:00,106.9,112.8,122.5,122.6,-15.5,-9.8,0.722,1.86,19.1,0.373,0.653,0.51,14.124,14.9,0.494,0.551,1.0,0.196,96.1,93.5,77.92,94.0,0.47
1,0022300307,1610612743,Denver,Nuggets,DEN,nuggets,240:00,122.5,122.6,106.9,112.8,15.5,9.8,0.718,2.55,20.6,0.347,0.627,0.49,11.818,11.8,0.554,0.587,1.0,0.2,96.1,93.5,77.92,93.0,0.53
0,0022300308,1610612756,Phoenix,Suns,PHX,suns,240:00,111.3,114.4,109.6,112.6,1.7,1.8,0.711,1.8,19.2,0.224,0.696,0.476,14.024,14.4,0.536,0.601,1.0,0.195,106.42,103.5,86.25,104.0,0.535
1,0022300308,1610612744,Golden State,Warriors,GSW,warriors,240:00,109.6,112.6,111.3,114.4,-1.7,-1.8,0.634,1.73,17.9,0.304,0.776,0.524,14.167,14.6,0.533,0.558,1.0,0.199,106.42,103.5,86.25,103.0,0.465
0,0022300309,1610612746,LA,Clippers,LAC,clippers,240:00,114.2,115.5,95.6,97.1,18.6,18.5,0.477,1.24,16.0,0.22,0.811,0.553,16.309,16.5,0.589,0.638,1.0,0.194,103.9,102.5,85.42,103.0,0.599
1,0022300309,1610612758,Sacramento,Kings,SAC,kings,240:00,95.6,97.1,114.2,115.5,-18.6,-18.5,0.75,1.93,19.6,0.189,0.78,0.447,13.519,13.7,0.477,0.513,1.0,0.201,103.9,102.5,85.42,102.0,0.401
0,0022300310,1610612765,Detroit,Pistons,DET,pistons,240:00,105.5,107.8,125.3,125.2,-19.8,-17.5,0.615,2.4,17.8,0.204,0.75,0.449,9.506,9.7,0.5,0.548,1.0,0.2,104.08,103.0,85.83,103.0,0.392
1,0022300310,1610612755,Philadelphia,76ers,PHI,sixers,240:00,125.3,125.2,105.5,107.8,19.8,17.5,0.622,2.55,19.9,0.25,0.796,0.551,10.684,10.7,0.58,0.633,1.0,0.197,104.08,103.0,85.83,103.0,0.608
0,0022300311,1610612764,Washington,Wizards,WAS,wizards,240:00,116.7,116.2,130.0,134.0,-13.4,-17.8,0.667,1.87,20.7,0.095,0.667,0.4,14.346,14.3,0.628,0.659,1.0,0.201,106.88,105.5,87.92,105.0,0.438
1,0022300311,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,130.0,134.0,116.7,116.2,13.4,17.8,0.6,3.0,20.1,0.333,0.905,0.6,9.158,9.4,0.604,0.65,1.0,0.198,106.88,105.5,87.92,106.0,0.563
0,0022300312,1610612748,Miami,Heat,MIA,heat,240:00,114.6,117.3,105.2,104.0,9.4,13.3,0.707,1.26,19.8,0.4,0.838,0.598,22.917,23.5,0.564,0.609,1.0,0.196,99.6,99.0,82.5,98.0,0.537
1,0022300312,1610612766,Charlotte,Hornets,CHA,hornets,240:00,105.2,104.0,114.6,117.3,-9.4,-13.3,0.659,1.29,20.8,0.162,0.6,0.402,21.246,21.0,0.61,0.635,1.0,0.198,99.6,99.0,82.5,100.0,0.463
0,0022300313,1610612761,Toronto,Raptors,TOR,raptors,240:00,130.4,133.7,125.0,125.5,5.3,8.2,0.78,2.6,25.7,0.279,0.727,0.531,14.484,14.9,0.678,0.692,1.0,0.197,102.96,101.5,84.58,101.0,0.537
1,0022300313,1610612737,Atlanta,Hawks,ATL,hawks,240:00,125.0,125.5,130.4,133.7,-5.3,-8.2,0.667,4.57,21.7,0.273,0.721,0.469,6.839,6.9,0.57,0.591,1.0,0.199,102.96,101.5,84.58,102.0,0.463
0,0022300314,1610612745,Houston,Rockets,HOU,rockets,240:00,110.1,112.5,101.0,101.0,9.1,11.5,0.59,1.21,15.9,0.321,0.88,0.585,17.877,18.3,0.523,0.572,1.0,0.196,104.62,103.5,86.25,104.0,0.551
1,0022300314,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,101.0,101.0,110.1,112.5,-9.1,-11.5,0.714,2.27,18.8,0.12,0.679,0.415,10.684,10.7,0.488,0.536,1.0,0.2,104.62,103.5,86.25,103.0,0.449
0,0022300315,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,122.7,126.1,108.5,113.5,14.1,12.6,0.563,1.69,17.6,0.354,0.586,0.481,14.02,14.4,0.579,0.636,1.0,0.197,115.1,111.0,92.5,111.0,0.578
1,0022300315,1610612754,Indiana,Pacers,IND,pacers,240:00,108.5,113.5,122.7,126.1,-14.1,-12.6,0.667,1.67,18.5,0.414,0.646,0.519,15.507,16.2,0.505,0.552,1.0,0.198,115.1,111.0,92.5,111.0,0.422
0,0022300316,1610612759,San Antonio,Spurs,SAS,spurs,240:00,107.3,108.2,111.4,110.9,-4.2,-2.7,0.622,1.65,18.8,0.226,0.848,0.515,15.326,15.5,0.552,0.573,1.0,0.2,110.2,110.0,91.67,110.0,0.455
1,0022300316,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,111.4,110.9,107.3,108.2,4.2,2.7,0.633,1.94,21.3,0.152,0.774,0.485,14.615,14.5,0.615,0.619,1.0,0.201,110.2,110.0,91.67,110.0,0.545
0,0022300317,1610612756,Phoenix,Suns,PHX,suns,240:00,119.3,117.9,120.1,124.7,-0.8,-6.8,0.7,2.33,20.6,0.364,0.745,0.568,12.782,12.6,0.53,0.584,1.0,0.198,95.22,94.0,78.33,95.0,0.509
